1,1,1,1,1,1,1,1,-1.56723
1,1,1,1,1,1,1,2,0.250088
1,1,1,1,1,1,2,1,-1.45944
1,1,1,1,1,1,2,2,0.127103
1,1,1,1,1,2,1,1,-1.45944
1,1,1,1,1,2,1,2,0.127103
1,1,1,1,1,2,2,1,-1.60817
1,1,1,1,1,2,2,2,0.125044
1,1,1,1,2,1,1,1,0.350123
1,1,1,1,2,1,1,2,-2.11444
1,1,1,1,2,1,2,1,0.177944
1,1,1,1,2,1,2,2,-1.95569
1,1,1,1,2,2,1,1,0.177944
1,1,1,1,2,2,1,2,-1.95569
1,1,1,1,2,2,2,1,0.175062
1,1,1,1,2,2,2,2,-2.18125
1,1,1,2,1,1,1,1,-2.41274
1,1,1,2,1,1,1,2,0.334883
1,1,1,2,1,1,2,1,-2.22941
1,1,1,2,1,1,2,2,0.146445
1,1,1,2,1,2,1,1,-2.22941
1,1,1,2,1,2,1,2,0.146445
1,1,1,2,1,2,2,1,-2.4432
1,1,1,2,1,2,2,2,0.152118
1,1,1,2,2,1,1,1,0.468837
1,1,1,2,2,1,1,2,-3.21499
1,1,1,2,2,1,2,1,0.205023
1,1,1,2,2,1,2,2,-2.98316
1,1,1,2,2,2,1,1,0.205023
1,1,1,2,2,2,1,2,-2.98316
1,1,1,2,2,2,2,1,0.212965
1,1,1,2,2,2,2,2,-3.32935
1,1,2,1,1,1,1,1,-0.449834
1,1,2,1,1,1,1,2,-0.298933
1,1,2,1,1,1,2,1,-0.362348
1,1,2,1,1,1,2,2,-0.317757
1,1,2,1,1,2,1,1,-0.362348
1,1,2,1,1,2,1,2,-0.317757
1,1,2,1,1,2,2,1,0.00475649
1,1,2,1,1,2,2,2,-0.531437
1,1,2,1,2,1,1,1,-0.418506
1,1,2,1,2,1,1,2,-0.551792
1,1,2,1,2,1,2,1,-0.44486
1,1,2,1,2,1,2,2,-0.438904
1,1,2,1,2,2,1,1,-0.44486
1,1,2,1,2,2,1,2,-0.438904
1,1,2,1,2,2,2,1,-0.744011
1,1,2,1,2,2,2,2,0.0394295
1,1,2,2,1,1,1,1,-0.699619
1,1,2,2,1,1,1,2,-0.487783
1,1,2,2,1,1,2,1,-0.541373
1,1,2,2,1,1,2,2,-0.511175
1,1,2,2,1,2,1,1,-0.541373
1,1,2,2,1,2,1,2,-0.511175
1,1,2,2,1,2,2,1,0.042917
1,1,2,2,1,2,2,2,-0.813707
1,1,2,2,2,1,1,1,-0.682896
1,1,2,2,2,1,1,2,-0.84721
1,1,2,2,2,1,2,1,-0.715645
1,1,2,2,2,1,2,2,-0.689031
1,1,2,2,2,2,1,1,-0.715645
1,1,2,2,2,2,1,2,-0.689031
1,1,2,2,2,2,2,1,-1.13919
1,1,2,2,2,2,2,2,0.035948
1,2,1,1,1,1,1,1,-0.449834
1,2,1,1,1,1,1,2,-0.298933
1,2,1,1,1,1,2,1,-0.362348
1,2,1,1,1,1,2,2,-0.317757
1,2,1,1,1,2,1,1,-0.362348
1,2,1,1,1,2,1,2,-0.317757
1,2,1,1,1,2,2,1,0.00475649
1,2,1,1,1,2,2,2,-0.531437
1,2,1,1,2,1,1,1,-0.418506
1,2,1,1,2,1,1,2,-0.551792
1,2,1,1,2,1,2,1,-0.44486
1,2,1,1,2,1,2,2,-0.438904
1,2,1,1,2,2,1,1,-0.44486
1,2,1,1,2,2,1,2,-0.438904
1,2,1,1,2,2,2,1,-0.744011
1,2,1,1,2,2,2,2,0.0394295
1,2,1,2,1,1,1,1,-0.699619
1,2,1,2,1,1,1,2,-0.487783
1,2,1,2,1,1,2,1,-0.541373
1,2,1,2,1,1,2,2,-0.511175
1,2,1,2,1,2,1,1,-0.541373
1,2,1,2,1,2,1,2,-0.511175
1,2,1,2,1,2,2,1,0.042917
1,2,1,2,1,2,2,2,-0.813707
1,2,1,2,2,1,1,1,-0.682896
1,2,1,2,2,1,1,2,-0.84721
1,2,1,2,2,1,2,1,-0.715645
1,2,1,2,2,1,2,2,-0.689031
1,2,1,2,2,2,1,1,-0.715645
1,2,1,2,2,2,1,2,-0.689031
1,2,1,2,2,2,2,1,-1.13919
1,2,1,2,2,2,2,2,0.035948
1,2,2,1,1,1,1,1,1.78497
1,2,2,1,1,1,1,2,-1.39698
1,2,2,1,1,1,2,1,1.83184
1,2,2,1,1,1,2,2,-1.20748
1,2,2,1,1,2,1,1,1.83184
1,2,2,1,1,2,1,2,-1.20748
